train_loss,train_acc,valid_loss,valid_acc
0.27372339174527005,0.899658203125,0.4340525121772888,0.8340638697557922
0.26726570515752957,0.9017421177455357,0.38676795423728466,0.8526751548041467
0.2670491730244414,0.9030500139508929,0.43654503821903196,0.8337159952689069
0.261849111606316,0.9035906110491071,0.42738668045498673,0.8395254991998887
0.26579640380292263,0.9030848911830357,0.41640946176665855,0.8447088290544772
0.26245144232833645,0.9044363839285714,0.472758222425813,0.8224796493425173
0.261138892392562,0.9040701729910714,0.42336396073872645,0.8409169971474292
0.2553490473491689,0.9050641741071429,0.3806079502442969,0.8582759340429973
0.25504969647185816,0.90557861328125,0.4608395851390073,0.8294719265289083
0.2584151663417556,0.9055698939732143,0.420166999354822,0.8408474222500522
0.25643924846182903,0.9054478236607143,0.45009611224519425,0.8288457524525151
0.24857171296164768,0.9088221958705357,0.40994520336416074,0.8463438391428373
0.2508247536277931,0.90765380859375,0.41681421379074185,0.8453002156821818
0.25149795636966454,0.9073747907366071,0.4251381108524237,0.840499547763167
0.24712836778276828,0.90911865234375,0.44143165344607666,0.8392819870590691
0.2455701506855707,0.9091709681919643,0.44005152447115703,0.837716551868086
0.244711157660281,0.9089878627232143,0.3928015206498851,0.8523968552146386
0.2437198690446372,0.9101126534598214,0.3782255684881548,0.8566061365059486
0.24236869250490511,0.91033935546875,0.4180872232565593,0.8442218047728379
0.2399640926813945,0.9114467075892857,0.43273360315271914,0.8406734850066097
0.23948682952448547,0.9106532505580357,0.41007614433835066,0.8468308634244764
0.23922594159854915,0.91217041015625,0.3953221826889502,0.8530578167397203
0.235975938725926,0.9126325334821429,0.3944803995301192,0.8544841021359494
0.2355991943011464,0.9136265345982143,0.3819115528274718,0.8596674319905379
0.23013707680268375,0.9143502371651786,0.4048866071303072,0.8448827662979197
0.23219002862234497,0.9137398856026786,0.3905223641287146,0.8525707924580811
0.2328838199830913,0.9146030970982143,0.3872359064803369,0.8549363389689
0.224978135263288,0.91705322265625,0.42551176970260957,0.8383775133931678
0.22785156774007317,0.91607666015625,0.39767661155258005,0.8478396994364433
0.22734287375667295,0.9160505022321429,0.41232760201883784,0.8477353370903777
0.22492213278770848,0.9161289760044643,0.38435879979067916,0.8592847700549642
0.2245654056599545,0.9173583984375,0.3807334947533349,0.8588325332220135
0.22184378593937376,0.9186139787946429,0.4102903366883014,0.8501704584985738
0.22194887113693398,0.9181867327008929,0.41635930918079317,0.8486050233075906
0.21895085836068753,0.9189191545758929,0.3970432279639446,0.8531969665344744
0.22258550832699958,0.9181867327008929,0.40870050717594475,0.8479440617825089
0.21911669105957782,0.9189191545758929,0.39652637180254346,0.8554581506992277
0.21749280297622473,0.9192243303571429,0.44680895160396333,0.8302372504000557
